TIME_PERIOD,OBS_VALUE,indic,geo
2011-03-01,-12.8,Employment expectations over the next 3 months - retail trade,Slovenia
2011-06-01,-11.5,Employment expectations over the next 3 months - retail trade,Slovenia
2011-09-01,-4.8,Employment expectations over the next 3 months - retail trade,Slovenia
2011-12-01,-18.3,Employment expectations over the next 3 months - retail trade,Slovenia
2012-03-01,-15.7,Employment expectations over the next 3 months - retail trade,Slovenia
2012-06-01,-11.2,Employment expectations over the next 3 months - retail trade,Slovenia
2012-09-01,-15.8,Employment expectations over the next 3 months - retail trade,Slovenia
2012-12-01,-26.1,Employment expectations over the next 3 months - retail trade,Slovenia
2013-03-01,-30.9,Employment expectations over the next 3 months - retail trade,Slovenia
2013-06-01,-27.5,Employment expectations over the next 3 months - retail trade,Slovenia
2013-09-01,-25.9,Employment expectations over the next 3 months - retail trade,Slovenia
2013-12-01,-24.7,Employment expectations over the next 3 months - retail trade,Slovenia
2014-03-01,-8.1,Employment expectations over the next 3 months - retail trade,Slovenia
2014-06-01,-21.3,Employment expectations over the next 3 months - retail trade,Slovenia
2014-09-01,-20.0,Employment expectations over the next 3 months - retail trade,Slovenia
2014-12-01,-10.2,Employment expectations over the next 3 months - retail trade,Slovenia
2015-03-01,-12.3,Employment expectations over the next 3 months - retail trade,Slovenia
2015-06-01,2.0,Employment expectations over the next 3 months - retail trade,Slovenia
2015-09-01,-12.6,Employment expectations over the next 3 months - retail trade,Slovenia
2015-12-01,0.0,Employment expectations over the next 3 months - retail trade,Slovenia
2016-03-01,7.8,Employment expectations over the next 3 months - retail trade,Slovenia
2016-06-01,7.7,Employment expectations over the next 3 months - retail trade,Slovenia
2016-09-01,15.0,Employment expectations over the next 3 months - retail trade,Slovenia
2016-12-01,13.6,Employment expectations over the next 3 months - retail trade,Slovenia
2017-03-01,18.8,Employment expectations over the next 3 months - retail trade,Slovenia
2017-06-01,40.1,Employment expectations over the next 3 months - retail trade,Slovenia
2017-09-01,38.9,Employment expectations over the next 3 months - retail trade,Slovenia
2017-12-01,41.3,Employment expectations over the next 3 months - retail trade,Slovenia
2018-03-01,45.0,Employment expectations over the next 3 months - retail trade,Slovenia
2018-06-01,38.6,Employment expectations over the next 3 months - retail trade,Slovenia
2018-09-01,35.4,Employment expectations over the next 3 months - retail trade,Slovenia
2018-12-01,36.7,Employment expectations over the next 3 months - retail trade,Slovenia
2019-03-01,35.4,Employment expectations over the next 3 months - retail trade,Slovenia
2019-06-01,33.1,Employment expectations over the next 3 months - retail trade,Slovenia
2019-09-01,37.0,Employment expectations over the next 3 months - retail trade,Slovenia
2019-12-01,21.6,Employment expectations over the next 3 months - retail trade,Slovenia
2020-03-01,29.6,Employment expectations over the next 3 months - retail trade,Slovenia
2020-06-01,-24.4,Employment expectations over the next 3 months - retail trade,Slovenia
2020-09-01,-21.2,Employment expectations over the next 3 months - retail trade,Slovenia
2010-06-01,-6.3,Employment expectations over the next 3 months - retail trade,Slovakia
2010-09-01,3.0,Employment expectations over the next 3 months - retail trade,Slovakia
2010-12-01,20.6,Employment expectations over the next 3 months - retail trade,Slovakia
2011-03-01,18.5,Employment expectations over the next 3 months - retail trade,Slovakia
2011-06-01,22.2,Employment expectations over the next 3 months - retail trade,Slovakia
2011-09-01,25.1,Employment expectations over the next 3 months - retail trade,Slovakia
2011-12-01,19.3,Employment expectations over the next 3 months - retail trade,Slovakia
2012-03-01,19.5,Employment expectations over the next 3 months - retail trade,Slovakia
2012-06-01,9.7,Employment expectations over the next 3 months - retail trade,Slovakia
2012-09-01,14.3,Employment expectations over the next 3 months - retail trade,Slovakia
2012-12-01,14.9,Employment expectations over the next 3 months - retail trade,Slovakia
2013-03-01,17.5,Employment expectations over the next 3 months - retail trade,Slovakia
2013-06-01,-12.0,Employment expectations over the next 3 months - retail trade,Slovakia
2013-09-01,0.5,Employment expectations over the next 3 months - retail trade,Slovakia
2013-12-01,10.6,Employment expectations over the next 3 months - retail trade,Slovakia
2014-03-01,7.7,Employment expectations over the next 3 months - retail trade,Slovakia
2014-06-01,3.1,Employment expectations over the next 3 months - retail trade,Slovakia
2014-09-01,1.5,Employment expectations over the next 3 months - retail trade,Slovakia
2014-12-01,25.4,Employment expectations over the next 3 months - retail trade,Slovakia
2015-03-01,6.8,Employment expectations over the next 3 months - retail trade,Slovakia
2015-06-01,5.1,Employment expectations over the next 3 months - retail trade,Slovakia
2015-09-01,-0.5,Employment expectations over the next 3 months - retail trade,Slovakia
2015-12-01,4.4,Employment expectations over the next 3 months - retail trade,Slovakia
2016-03-01,8.9,Employment expectations over the next 3 months - retail trade,Slovakia
2016-06-01,19.1,Employment expectations over the next 3 months - retail trade,Slovakia
2016-09-01,20.3,Employment expectations over the next 3 months - retail trade,Slovakia
2016-12-01,22.4,Employment expectations over the next 3 months - retail trade,Slovakia
2017-03-01,11.0,Employment expectations over the next 3 months - retail trade,Slovakia
2017-06-01,9.1,Employment expectations over the next 3 months - retail trade,Slovakia
2017-09-01,18.2,Employment expectations over the next 3 months - retail trade,Slovakia
2017-12-01,16.5,Employment expectations over the next 3 months - retail trade,Slovakia
2018-03-01,18.0,Employment expectations over the next 3 months - retail trade,Slovakia
2018-06-01,26.0,Employment expectations over the next 3 months - retail trade,Slovakia
2018-09-01,15.1,Employment expectations over the next 3 months - retail trade,Slovakia
2018-12-01,22.6,Employment expectations over the next 3 months - retail trade,Slovakia
2019-03-01,28.1,Employment expectations over the next 3 months - retail trade,Slovakia
2019-06-01,14.0,Employment expectations over the next 3 months - retail trade,Slovakia
2019-09-01,22.0,Employment expectations over the next 3 months - retail trade,Slovakia
2019-12-01,32.7,Employment expectations over the next 3 months - retail trade,Slovakia
2020-03-01,23.2,Employment expectations over the next 3 months - retail trade,Slovakia
2020-06-01,0.0,Employment expectations over the next 3 months - retail trade,Slovakia
2020-09-01,0.8,Employment expectations over the next 3 months - retail trade,Slovakia
2010-06-01,-0.9,Employment expectations over the next 3 months - services,Austria
2010-09-01,5.8,Employment expectations over the next 3 months - services,Austria
2010-12-01,13.8,Employment expectations over the next 3 months - services,Austria
2011-03-01,9.5,Employment expectations over the next 3 months - services,Austria
2011-06-01,7.3,Employment expectations over the next 3 months - services,Austria
2011-09-01,9.0,Employment expectations over the next 3 months - services,Austria
2011-12-01,2.1,Employment expectations over the next 3 months - services,Austria
2012-03-01,11.7,Employment expectations over the next 3 months - services,Austria
2012-06-01,-0.1,Employment expectations over the next 3 months - services,Austria
2012-09-01,4.2,Employment expectations over the next 3 months - services,Austria
2012-12-01,1.5,Employment expectations over the next 3 months - services,Austria
2013-03-01,4.4,Employment expectations over the next 3 months - services,Austria
2013-06-01,21.0,Employment expectations over the next 3 months - services,Austria
2013-09-01,5.3,Employment expectations over the next 3 months - services,Austria
2013-12-01,0.8,Employment expectations over the next 3 months - services,Austria
2014-03-01,6.6,Employment expectations over the next 3 months - services,Austria
2014-06-01,3.7,Employment expectations over the next 3 months - services,Austria
2014-09-01,0.7,Employment expectations over the next 3 months - services,Austria
2014-12-01,2.9,Employment expectations over the next 3 months - services,Austria
2015-03-01,0.9,Employment expectations over the next 3 months - services,Austria
2015-06-01,-0.8,Employment expectations over the next 3 months - services,Austria
2015-09-01,-1.6,Employment expectations over the next 3 months - services,Austria
2015-12-01,5.9,Employment expectations over the next 3 months - services,Austria
2016-03-01,-4.1,Employment expectations over the next 3 months - services,Austria
2016-06-01,2.9,Employment expectations over the next 3 months - services,Austria
2016-09-01,2.1,Employment expectations over the next 3 months - services,Austria
2016-12-01,10.1,Employment expectations over the next 3 months - services,Austria
2017-03-01,12.3,Employment expectations over the next 3 months - services,Austria
2017-06-01,9.8,Employment expectations over the next 3 months - services,Austria
2017-09-01,19.0,Employment expectations over the next 3 months - services,Austria
2017-12-01,15.6,Employment expectations over the next 3 months - services,Austria
2018-03-01,14.4,Employment expectations over the next 3 months - services,Austria
2018-06-01,15.9,Employment expectations over the next 3 months - services,Austria
2018-09-01,13.7,Employment expectations over the next 3 months - services,Austria
2018-12-01,19.1,Employment expectations over the next 3 months - services,Austria
2019-03-01,15.9,Employment expectations over the next 3 months - services,Austria
2019-06-01,14.1,Employment expectations over the next 3 months - services,Austria
2019-09-01,17.9,Employment expectations over the next 3 months - services,Austria
2019-12-01,15.7,Employment expectations over the next 3 months - services,Austria
2020-03-01,3.3,Employment expectations over the next 3 months - services,Austria
2020-06-01,-3.0,Employment expectations over the next 3 months - services,Austria
2020-09-01,4.0,Employment expectations over the next 3 months - services,Austria
2010-06-01,20.2,Employment expectations over the next 3 months - services,Belgium
2010-09-01,21.0,Employment expectations over the next 3 months - services,Belgium
2010-12-01,16.4,Employment expectations over the next 3 months - services,Belgium
2011-03-01,21.8,Employment expectations over the next 3 months - services,Belgium
2011-06-01,21.5,Employment expectations over the next 3 months - services,Belgium
2011-09-01,22.6,Employment expectations over the next 3 months - services,Belgium
2011-12-01,3.2,Employment expectations over the next 3 months - services,Belgium
2012-03-01,4.9,Employment expectations over the next 3 months - services,Belgium
2012-06-01,11.4,Employment expectations over the next 3 months - services,Belgium
2012-09-01,13.8,Employment expectations over the next 3 months - services,Belgium
2012-12-01,-6.5,Employment expectations over the next 3 months - services,Belgium
2013-03-01,6.1,Employment expectations over the next 3 months - services,Belgium
2013-06-01,2.0,Employment expectations over the next 3 months - services,Belgium
2013-09-01,13.2,Employment expectations over the next 3 months - services,Belgium
2013-12-01,10.4,Employment expectations over the next 3 months - services,Belgium
2014-03-01,23.3,Employment expectations over the next 3 months - services,Belgium
2014-06-01,17.7,Employment expectations over the next 3 months - services,Belgium
2014-09-01,29.4,Employment expectations over the next 3 months - services,Belgium
2014-12-01,16.3,Employment expectations over the next 3 months - services,Belgium
2015-03-01,15.1,Employment expectations over the next 3 months - services,Belgium
2015-06-01,25.4,Employment expectations over the next 3 months - services,Belgium
2015-09-01,20.3,Employment expectations over the next 3 months - services,Belgium
2015-12-01,20.7,Employment expectations over the next 3 months - services,Belgium
2016-03-01,20.8,Employment expectations over the next 3 months - services,Belgium
2016-06-01,28.6,Employment expectations over the next 3 months - services,Belgium
2016-09-01,21.7,Employment expectations over the next 3 months - services,Belgium
2016-12-01,25.7,Employment expectations over the next 3 months - services,Belgium
2017-03-01,21.7,Employment expectations over the next 3 months - services,Belgium
2017-06-01,17.5,Employment expectations over the next 3 months - services,Belgium
2017-09-01,18.1,Employment expectations over the next 3 months - services,Belgium
2017-12-01,17.1,Employment expectations over the next 3 months - services,Belgium
2018-03-01,19.8,Employment expectations over the next 3 months - services,Belgium
2018-06-01,17.5,Employment expectations over the next 3 months - services,Belgium
2018-09-01,6.4,Employment expectations over the next 3 months - services,Belgium
2018-12-01,10.8,Employment expectations over the next 3 months - services,Belgium
2019-03-01,21.4,Employment expectations over the next 3 months - services,Belgium
2019-06-01,13.8,Employment expectations over the next 3 months - services,Belgium
2019-09-01,18.6,Employment expectations over the next 3 months - services,Belgium
2019-12-01,15.9,Employment expectations over the next 3 months - services,Belgium
2020-03-01,-9.6,Employment expectations over the next 3 months - services,Belgium
2020-06-01,6.3,Employment expectations over the next 3 months - services,Belgium
2020-09-01,9.3,Employment expectations over the next 3 months - services,Belgium
2010-06-01,-11.4,Employment expectations over the next 3 months - services,Bulgaria
2010-09-01,-7.2,Employment expectations over the next 3 months - services,Bulgaria
2010-12-01,-6.2,Employment expectations over the next 3 months - services,Bulgaria
2011-03-01,-2.2,Employment expectations over the next 3 months - services,Bulgaria
2011-06-01,-6.3,Employment expectations over the next 3 months - services,Bulgaria
2011-09-01,-3.9,Employment expectations over the next 3 months - services,Bulgaria
2011-12-01,-12.3,Employment expectations over the next 3 months - services,Bulgaria
2012-03-01,-12.5,Employment expectations over the next 3 months - services,Bulgaria
2012-06-01,-24.2,Employment expectations over the next 3 months - services,Bulgaria
2012-09-01,-17.3,Employment expectations over the next 3 months - services,Bulgaria
2012-12-01,-17.2,Employment expectations over the next 3 months - services,Bulgaria
2013-03-01,-8.8,Employment expectations over the next 3 months - services,Bulgaria
2013-06-01,-12.2,Employment expectations over the next 3 months - services,Bulgaria
2013-09-01,-14.8,Employment expectations over the next 3 months - services,Bulgaria
2013-12-01,-9.1,Employment expectations over the next 3 months - services,Bulgaria
2014-03-01,-5.5,Employment expectations over the next 3 months - services,Bulgaria
2014-06-01,-5.7,Employment expectations over the next 3 months - services,Bulgaria
2014-09-01,-10.1,Employment expectations over the next 3 months - services,Bulgaria
2014-12-01,-5.6,Employment expectations over the next 3 months - services,Bulgaria
2015-03-01,-3.6,Employment expectations over the next 3 months - services,Bulgaria
2015-06-01,-0.3,Employment expectations over the next 3 months - services,Bulgaria
2015-09-01,-4.7,Employment expectations over the next 3 months - services,Bulgaria
2015-12-01,-0.9,Employment expectations over the next 3 months - services,Bulgaria
2016-03-01,0.1,Employment expectations over the next 3 months - services,Bulgaria
2016-06-01,-0.7,Employment expectations over the next 3 months - services,Bulgaria
2016-09-01,-3.6,Employment expectations over the next 3 months - services,Bulgaria
2016-12-01,7.8,Employment expectations over the next 3 months - services,Bulgaria
2017-03-01,2.4,Employment expectations over the next 3 months - services,Bulgaria
2017-06-01,7.8,Employment expectations over the next 3 months - services,Bulgaria
2017-09-01,6.2,Employment expectations over the next 3 months - services,Bulgaria
2017-12-01,5.0,Employment expectations over the next 3 months - services,Bulgaria
2018-03-01,14.9,Employment expectations over the next 3 months - services,Bulgaria
2018-06-01,9.4,Employment expectations over the next 3 months - services,Bulgaria
2018-09-01,11.7,Employment expectations over the next 3 months - services,Bulgaria
2018-12-01,5.0,Employment expectations over the next 3 months - services,Bulgaria
2019-03-01,8.7,Employment expectations over the next 3 months - services,Bulgaria
2019-06-01,14.2,Employment expectations over the next 3 months - services,Bulgaria
2019-09-01,10.0,Employment expectations over the next 3 months - services,Bulgaria
2019-12-01,6.7,Employment expectations over the next 3 months - services,Bulgaria
2020-03-01,3.9,Employment expectations over the next 3 months - services,Bulgaria
2020-06-01,-5.9,Employment expectations over the next 3 months - services,Bulgaria
2020-09-01,0.5,Employment expectations over the next 3 months - services,Bulgaria
2010-06-01,6.5,Employment expectations over the next 3 months - services,Cyprus
2010-09-01,3.4,Employment expectations over the next 3 months - services,Cyprus
2010-12-01,-0.3,Employment expectations over the next 3 months - services,Cyprus
2011-03-01,6.4,Employment expectations over the next 3 months - services,Cyprus
2011-06-01,7.6,Employment expectations over the next 3 months - services,Cyprus
2011-09-01,-1.8,Employment expectations over the next 3 months - services,Cyprus
2011-12-01,-2.4,Employment expectations over the next 3 months - services,Cyprus
2012-03-01,-2.2,Employment expectations over the next 3 months - services,Cyprus
2012-06-01,-11.5,Employment expectations over the next 3 months - services,Cyprus
2012-09-01,-24.1,Employment expectations over the next 3 months - services,Cyprus
2012-12-01,-10.9,Employment expectations over the next 3 months - services,Cyprus
2013-03-01,-6.4,Employment expectations over the next 3 months - services,Cyprus
2013-06-01,-14.0,Employment expectations over the next 3 months - services,Cyprus
2013-09-01,-3.1,Employment expectations over the next 3 months - services,Cyprus
2013-12-01,-0.7,Employment expectations over the next 3 months - services,Cyprus
2014-03-01,-6.4,Employment expectations over the next 3 months - services,Cyprus
2014-06-01,-1.6,Employment expectations over the next 3 months - services,Cyprus
2014-09-01,5.0,Employment expectations over the next 3 months - services,Cyprus
2014-12-01,3.3,Employment expectations over the next 3 months - services,Cyprus
2015-03-01,6.1,Employment expectations over the next 3 months - services,Cyprus
2015-06-01,3.3,Employment expectations over the next 3 months - services,Cyprus
2015-09-01,-8.2,Employment expectations over the next 3 months - services,Cyprus
2015-12-01,2.9,Employment expectations over the next 3 months - services,Cyprus
2016-03-01,5.5,Employment expectations over the next 3 months - services,Cyprus
2016-06-01,-0.9,Employment expectations over the next 3 months - services,Cyprus
2016-09-01,-3.5,Employment expectations over the next 3 months - services,Cyprus
2016-12-01,-0.9,Employment expectations over the next 3 months - services,Cyprus
2017-03-01,6.7,Employment expectations over the next 3 months - services,Cyprus
2017-06-01,5.8,Employment expectations over the next 3 months - services,Cyprus
2017-09-01,7.8,Employment expectations over the next 3 months - services,Cyprus
2017-12-01,11.2,Employment expectations over the next 3 months - services,Cyprus
2018-03-01,11.7,Employment expectations over the next 3 months - services,Cyprus
2018-06-01,2.8,Employment expectations over the next 3 months - services,Cyprus
2018-09-01,5.5,Employment expectations over the next 3 months - services,Cyprus
2018-12-01,27.6,Employment expectations over the next 3 months - services,Cyprus
2019-03-01,6.7,Employment expectations over the next 3 months - services,Cyprus
2019-06-01,14.1,Employment expectations over the next 3 months - services,Cyprus
2019-09-01,11.2,Employment expectations over the next 3 months - services,Cyprus
2019-12-01,-3.6,Employment expectations over the next 3 months - services,Cyprus
2020-03-01,-3.1,Employment expectations over the next 3 months - services,Cyprus
2020-06-01,-1.0,Employment expectations over the next 3 months - services,Cyprus
2020-09-01,3.5,Employment expectations over the next 3 months - services,Cyprus
2010-06-01,0.3,Employment expectations over the next 3 months - services,Czechia
2010-09-01,-4.0,Employment expectations over the next 3 months - services,Czechia
2010-12-01,-17.4,Employment expectations over the next 3 months - services,Czechia
2011-03-01,-25.4,Employment expectations over the next 3 months - services,Czechia
2011-06-01,-4.1,Employment expectations over the next 3 months - services,Czechia
2011-09-01,-4.5,Employment expectations over the next 3 months - services,Czechia
2011-12-01,-6.1,Employment expectations over the next 3 months - services,Czechia
2012-03-01,-4.9,Employment expectations over the next 3 months - services,Czechia
2012-06-01,-7.4,Employment expectations over the next 3 months - services,Czechia
2012-09-01,-11.2,Employment expectations over the next 3 months - services,Czechia
2012-12-01,-15.5,Employment expectations over the next 3 months - services,Czechia
2013-03-01,-15.2,Employment expectations over the next 3 months - services,Czechia
2013-06-01,-30.1,Employment expectations over the next 3 months - services,Czechia
2013-09-01,-17.3,Employment expectations over the next 3 months - services,Czechia
2013-12-01,-17.8,Employment expectations over the next 3 months - services,Czechia
2014-03-01,-12.1,Employment expectations over the next 3 months - services,Czechia
2014-06-01,-10.4,Employment expectations over the next 3 months - services,Czechia
2014-09-01,-9.6,Employment expectations over the next 3 months - services,Czechia
2014-12-01,-15.0,Employment expectations over the next 3 months - services,Czechia
2015-03-01,-16.3,Employment expectations over the next 3 months - services,Czechia
2015-06-01,-12.3,Employment expectations over the next 3 months - services,Czechia
2015-09-01,7.8,Employment expectations over the next 3 months - services,Czechia
2015-12-01,-2.9,Employment expectations over the next 3 months - services,Czechia
2016-03-01,5.6,Employment expectations over the next 3 months - services,Czechia
2016-06-01,17.2,Employment expectations over the next 3 months - services,Czechia
2016-09-01,-0.9,Employment expectations over the next 3 months - services,Czechia
2016-12-01,9.7,Employment expectations over the next 3 months - services,Czechia
2017-03-01,13.5,Employment expectations over the next 3 months - services,Czechia
2017-06-01,8.1,Employment expectations over the next 3 months - services,Czechia
2017-09-01,18.1,Employment expectations over the next 3 months - services,Czechia
2017-12-01,4.3,Employment expectations over the next 3 months - services,Czechia
2018-03-01,9.4,Employment expectations over the next 3 months - services,Czechia
2018-06-01,9.4,Employment expectations over the next 3 months - services,Czechia
2018-09-01,3.3,Employment expectations over the next 3 months - services,Czechia
2018-12-01,-16.0,Employment expectations over the next 3 months - services,Czechia
2019-03-01,-12.9,Employment expectations over the next 3 months - services,Czechia
2019-06-01,4.0,Employment expectations over the next 3 months - services,Czechia
2019-09-01,1.5,Employment expectations over the next 3 months - services,Czechia
2019-12-01,-17.8,Employment expectations over the next 3 months - services,Czechia
2020-03-01,-22.9,Employment expectations over the next 3 months - services,Czechia
2020-06-01,-32.2,Employment expectations over the next 3 months - services,Czechia
2020-09-01,-30.1,Employment expectations over the next 3 months - services,Czechia
2010-06-01,1.5,Employment expectations over the next 3 months - services,Germany
2010-09-01,7.4,Employment expectations over the next 3 months - services,Germany
2010-12-01,9.2,Employment expectations over the next 3 months - services,Germany
2011-03-01,12.1,Employment expectations over the next 3 months - services,Germany
2011-06-01,11.7,Employment expectations over the next 3 months - services,Germany
2011-09-01,7.5,Employment expectations over the next 3 months - services,Germany
2011-12-01,8.1,Employment expectations over the next 3 months - services,Germany
2012-03-01,11.0,Employment expectations over the next 3 months - services,Germany
2012-06-01,7.0,Employment expectations over the next 3 months - services,Germany
2012-09-01,7.2,Employment expectations over the next 3 months - services,Germany
2012-12-01,10.7,Employment expectations over the next 3 months - services,Germany
2013-03-01,9.6,Employment expectations over the next 3 months - services,Germany
2013-06-01,5.8,Employment expectations over the next 3 months - services,Germany
2013-09-01,7.8,Employment expectations over the next 3 months - services,Germany
2013-12-01,9.5,Employment expectations over the next 3 months - services,Germany
2014-03-01,11.9,Employment expectations over the next 3 months - services,Germany
2014-06-01,7.4,Employment expectations over the next 3 months - services,Germany
2014-09-01,8.4,Employment expectations over the next 3 months - services,Germany
2014-12-01,7.7,Employment expectations over the next 3 months - services,Germany
2015-03-01,10.9,Employment expectations over the next 3 months - services,Germany
2015-06-01,11.8,Employment expectations over the next 3 months - services,Germany
2015-09-01,11.0,Employment expectations over the next 3 months - services,Germany
2015-12-01,15.4,Employment expectations over the next 3 months - services,Germany
2016-03-01,10.1,Employment expectations over the next 3 months - services,Germany
2016-06-01,9.3,Employment expectations over the next 3 months - services,Germany
2016-09-01,14.5,Employment expectations over the next 3 months - services,Germany
2016-12-01,17.2,Employment expectations over the next 3 months - services,Germany
2017-03-01,12.3,Employment expectations over the next 3 months - services,Germany
2017-06-01,15.6,Employment expectations over the next 3 months - services,Germany
2017-09-01,16.4,Employment expectations over the next 3 months - services,Germany
2017-12-01,17.9,Employment expectations over the next 3 months - services,Germany
2018-03-01,19.0,Employment expectations over the next 3 months - services,Germany
2018-06-01,18.4,Employment expectations over the next 3 months - services,Germany
2018-09-01,21.6,Employment expectations over the next 3 months - services,Germany
2018-12-01,20.1,Employment expectations over the next 3 months - services,Germany
2019-03-01,15.4,Employment expectations over the next 3 months - services,Germany
2019-06-01,13.8,Employment expectations over the next 3 months - services,Germany
2019-09-01,11.4,Employment expectations over the next 3 months - services,Germany
2019-12-01,12.3,Employment expectations over the next 3 months - services,Germany
2020-03-01,-3.3,Employment expectations over the next 3 months - services,Germany
2020-06-01,-3.5,Employment expectations over the next 3 months - services,Germany
2020-09-01,5.0,Employment expectations over the next 3 months - services,Germany
2010-06-01,5.6,Employment expectations over the next 3 months - services,Denmark
2010-09-01,3.8,Employment expectations over the next 3 months - services,Denmark
2010-12-01,3.9,Employment expectations over the next 3 months - services,Denmark
2011-03-01,8.5,Employment expectations over the next 3 months - services,Denmark
2011-06-01,2.1,Employment expectations over the next 3 months - services,Denmark
2011-09-01,-1.4,Employment expectations over the next 3 months - services,Denmark
2011-12-01,-13.0,Employment expectations over the next 3 months - services,Denmark
2012-03-01,-13.3,Employment expectations over the next 3 months - services,Denmark
2012-06-01,-13.2,Employment expectations over the next 3 months - services,Denmark
2012-09-01,-11.6,Employment expectations over the next 3 months - services,Denmark
2012-12-01,-13.1,Employment expectations over the next 3 months - services,Denmark
2013-03-01,-9.7,Employment expectations over the next 3 months - services,Denmark
2013-06-01,-8.8,Employment expectations over the next 3 months - services,Denmark
2013-09-01,-7.4,Employment expectations over the next 3 months - services,Denmark
2013-12-01,-4.1,Employment expectations over the next 3 months - services,Denmark
2014-03-01,-2.7,Employment expectations over the next 3 months - services,Denmark
2014-06-01,-1.6,Employment expectations over the next 3 months - services,Denmark
2014-09-01,-1.5,Employment expectations over the next 3 months - services,Denmark
2014-12-01,-1.2,Employment expectations over the next 3 months - services,Denmark
2015-03-01,1.7,Employment expectations over the next 3 months - services,Denmark
2015-06-01,2.3,Employment expectations over the next 3 months - services,Denmark
2015-09-01,2.1,Employment expectations over the next 3 months - services,Denmark
2015-12-01,0.2,Employment expectations over the next 3 months - services,Denmark
2016-03-01,-0.8,Employment expectations over the next 3 months - services,Denmark
2016-06-01,-2.4,Employment expectations over the next 3 months - services,Denmark
2016-09-01,-3.3,Employment expectations over the next 3 months - services,Denmark
2016-12-01,-3.4,Employment expectations over the next 3 months - services,Denmark
2017-03-01,-3.0,Employment expectations over the next 3 months - services,Denmark
2017-06-01,-1.9,Employment expectations over the next 3 months - services,Denmark
2017-09-01,-1.8,Employment expectations over the next 3 months - services,Denmark
2017-12-01,-1.4,Employment expectations over the next 3 months - services,Denmark
2018-03-01,-0.1,Employment expectations over the next 3 months - services,Denmark
2018-06-01,-0.2,Employment expectations over the next 3 months - services,Denmark
2018-09-01,-1.9,Employment expectations over the next 3 months - services,Denmark
2018-12-01,-0.5,Employment expectations over the next 3 months - services,Denmark
2019-03-01,-0.4,Employment expectations over the next 3 months - services,Denmark
2019-06-01,-1.6,Employment expectations over the next 3 months - services,Denmark
2019-09-01,-2.2,Employment expectations over the next 3 months - services,Denmark
2019-12-01,-1.4,Employment expectations over the next 3 months - services,Denmark
2020-03-01,-3.2,Employment expectations over the next 3 months - services,Denmark
2020-06-01,-25.6,Employment expectations over the next 3 months - services,Denmark
2020-09-01,-12.3,Employment expectations over the next 3 months - services,Denmark
2010-06-01,5.9,Employment expectations over the next 3 months - services,Estonia
2010-09-01,9.4,Employment expectations over the next 3 months - services,Estonia
2010-12-01,10.7,Employment expectations over the next 3 months - services,Estonia
2011-03-01,11.8,Employment expectations over the next 3 months - services,Estonia
2011-06-01,12.3,Employment expectations over the next 3 months - services,Estonia
2011-09-01,5.3,Employment expectations over the next 3 months - services,Estonia
2011-12-01,6.5,Employment expectations over the next 3 months - services,Estonia
2012-03-01,11.5,Employment expectations over the next 3 months - services,Estonia
2012-06-01,14.1,Employment expectations over the next 3 months - services,Estonia
2012-09-01,7.8,Employment expectations over the next 3 months - services,Estonia
2012-12-01,11.9,Employment expectations over the next 3 months - services,Estonia
2013-03-01,12.1,Employment expectations over the next 3 months - services,Estonia
2013-06-01,9.8,Employment expectations over the next 3 months - services,Estonia
2013-09-01,2.7,Employment expectations over the next 3 months - services,Estonia
2013-12-01,11.6,Employment expectations over the next 3 months - services,Estonia
2014-03-01,12.9,Employment expectations over the next 3 months - services,Estonia
2014-06-01,6.4,Employment expectations over the next 3 months - services,Estonia
2014-09-01,13.9,Employment expectations over the next 3 months - services,Estonia
2014-12-01,9.4,Employment expectations over the next 3 months - services,Estonia
2015-03-01,3.1,Employment expectations over the next 3 months - services,Estonia
2015-06-01,6.0,Employment expectations over the next 3 months - services,Estonia
2015-09-01,10.7,Employment expectations over the next 3 months - services,Estonia
2015-12-01,6.9,Employment expectations over the next 3 months - services,Estonia
2016-03-01,12.6,Employment expectations over the next 3 months - services,Estonia
2016-06-01,11.7,Employment expectations over the next 3 months - services,Estonia
2016-09-01,11.5,Employment expectations over the next 3 months - services,Estonia
2016-12-01,10.3,Employment expectations over the next 3 months - services,Estonia
2017-03-01,15.7,Employment expectations over the next 3 months - services,Estonia
2017-06-01,14.4,Employment expectations over the next 3 months - services,Estonia
2017-09-01,16.3,Employment expectations over the next 3 months - services,Estonia
2017-12-01,14.8,Employment expectations over the next 3 months - services,Estonia
2018-03-01,11.8,Employment expectations over the next 3 months - services,Estonia
2018-06-01,9.7,Employment expectations over the next 3 months - services,Estonia
2018-09-01,8.6,Employment expectations over the next 3 months - services,Estonia
2018-12-01,8.5,Employment expectations over the next 3 months - services,Estonia
2019-03-01,14.6,Employment expectations over the next 3 months - services,Estonia
2019-06-01,11.6,Employment expectations over the next 3 months - services,Estonia
2019-09-01,9.7,Employment expectations over the next 3 months - services,Estonia
2019-12-01,12.7,Employment expectations over the next 3 months - services,Estonia
2020-03-01,6.4,Employment expectations over the next 3 months - services,Estonia
2020-06-01,-17.0,Employment expectations over the next 3 months - services,Estonia
2020-09-01,1.7,Employment expectations over the next 3 months - services,Estonia
2010-06-01,-18.9,Employment expectations over the next 3 months - services,Greece
2010-09-01,7.2,Employment expectations over the next 3 months - services,Greece
2010-12-01,-24.7,Employment expectations over the next 3 months - services,Greece
