TIME_PERIOD,OBS_VALUE,indic,geo
2016-03-01,-11.1,Consumer confidence indicator,Estonia
2016-06-01,-7.0,Consumer confidence indicator,Estonia
2016-09-01,-3.5,Consumer confidence indicator,Estonia
2016-12-01,-0.9,Consumer confidence indicator,Estonia
2017-03-01,-2.3,Consumer confidence indicator,Estonia
2017-06-01,-2.3,Consumer confidence indicator,Estonia
2017-09-01,-4.0,Consumer confidence indicator,Estonia
2017-12-01,-5.1,Consumer confidence indicator,Estonia
2018-03-01,-0.4,Consumer confidence indicator,Estonia
2018-06-01,-1.8,Consumer confidence indicator,Estonia
2018-09-01,0.2,Consumer confidence indicator,Estonia
2018-12-01,-0.5,Consumer confidence indicator,Estonia
2019-03-01,0.3,Consumer confidence indicator,Estonia
2019-06-01,-2.2,Consumer confidence indicator,Estonia
2019-09-01,-1.6,Consumer confidence indicator,Estonia
2019-12-01,0.5,Consumer confidence indicator,Estonia
2020-03-01,-2.4,Consumer confidence indicator,Estonia
2020-06-01,-22.4,Consumer confidence indicator,Estonia
2020-09-01,-12.2,Consumer confidence indicator,Estonia
2010-06-01,-64.0,Consumer confidence indicator,Greece
2010-09-01,-62.6,Consumer confidence indicator,Greece
2010-12-01,-71.1,Consumer confidence indicator,Greece
2011-03-01,-63.9,Consumer confidence indicator,Greece
2011-06-01,-72.5,Consumer confidence indicator,Greece
2011-09-01,-66.5,Consumer confidence indicator,Greece
2011-12-01,-79.0,Consumer confidence indicator,Greece
2012-03-01,-77.7,Consumer confidence indicator,Greece
2012-06-01,-71.1,Consumer confidence indicator,Greece
2012-09-01,-71.1,Consumer confidence indicator,Greece
2012-12-01,-76.2,Consumer confidence indicator,Greece
2013-03-01,-71.0,Consumer confidence indicator,Greece
2013-06-01,-70.5,Consumer confidence indicator,Greece
2013-09-01,-71.6,Consumer confidence indicator,Greece
2013-12-01,-65.9,Consumer confidence indicator,Greece
2014-03-01,-55.6,Consumer confidence indicator,Greece
2014-06-01,-49.1,Consumer confidence indicator,Greece
2014-09-01,-56.0,Consumer confidence indicator,Greece
2014-12-01,-51.4,Consumer confidence indicator,Greece
2015-03-01,-30.2,Consumer confidence indicator,Greece
2015-06-01,-48.0,Consumer confidence indicator,Greece
2015-09-01,-66.4,Consumer confidence indicator,Greece
2015-12-01,-58.3,Consumer confidence indicator,Greece
2016-03-01,-62.2,Consumer confidence indicator,Greece
2016-06-01,-56.9,Consumer confidence indicator,Greece
2016-09-01,-62.5,Consumer confidence indicator,Greece
2016-12-01,-60.0,Consumer confidence indicator,Greece
2017-03-01,-68.2,Consumer confidence indicator,Greece
2017-06-01,-62.8,Consumer confidence indicator,Greece
2017-09-01,-52.1,Consumer confidence indicator,Greece
2017-12-01,-48.7,Consumer confidence indicator,Greece
2018-03-01,-51.0,Consumer confidence indicator,Greece
2018-06-01,-48.2,Consumer confidence indicator,Greece
2018-09-01,-45.9,Consumer confidence indicator,Greece
2018-12-01,-30.2,Consumer confidence indicator,Greece
2019-03-01,-33.3,Consumer confidence indicator,Greece
2019-06-01,-28.6,Consumer confidence indicator,Greece
2019-09-01,-6.5,Consumer confidence indicator,Greece
2019-12-01,-3.9,Consumer confidence indicator,Greece
2020-03-01,-23.5,Consumer confidence indicator,Greece
2020-06-01,-32.5,Consumer confidence indicator,Greece
2020-09-01,-40.5,Consumer confidence indicator,Greece
2010-06-01,-29.3,Consumer confidence indicator,Spain
2010-09-01,-22.0,Consumer confidence indicator,Spain
2010-12-01,-25.5,Consumer confidence indicator,Spain
2011-03-01,-23.8,Consumer confidence indicator,Spain
2011-06-01,-22.0,Consumer confidence indicator,Spain
2011-09-01,-23.4,Consumer confidence indicator,Spain
2011-12-01,-22.1,Consumer confidence indicator,Spain
2012-03-01,-30.8,Consumer confidence indicator,Spain
2012-06-01,-31.6,Consumer confidence indicator,Spain
2012-09-01,-37.5,Consumer confidence indicator,Spain
2012-12-01,-37.0,Consumer confidence indicator,Spain
2013-03-01,-31.3,Consumer confidence indicator,Spain
2013-06-01,-29.7,Consumer confidence indicator,Spain
2013-09-01,-20.0,Consumer confidence indicator,Spain
2013-12-01,-21.3,Consumer confidence indicator,Spain
2014-03-01,-16.9,Consumer confidence indicator,Spain
2014-06-01,-13.7,Consumer confidence indicator,Spain
2014-09-01,-13.2,Consumer confidence indicator,Spain
2014-12-01,-12.2,Consumer confidence indicator,Spain
2015-03-01,-5.1,Consumer confidence indicator,Spain
2015-06-01,-6.7,Consumer confidence indicator,Spain
2015-09-01,-4.5,Consumer confidence indicator,Spain
2015-12-01,0.7,Consumer confidence indicator,Spain
2016-03-01,-6.8,Consumer confidence indicator,Spain
2016-06-01,-7.0,Consumer confidence indicator,Spain
2016-09-01,-7.1,Consumer confidence indicator,Spain
2016-12-01,-3.7,Consumer confidence indicator,Spain
2017-03-01,-4.3,Consumer confidence indicator,Spain
2017-06-01,-2.7,Consumer confidence indicator,Spain
2017-09-01,-1.3,Consumer confidence indicator,Spain
2017-12-01,-2.3,Consumer confidence indicator,Spain
2018-03-01,-6.7,Consumer confidence indicator,Spain
2018-06-01,-1.5,Consumer confidence indicator,Spain
2018-09-01,-6.8,Consumer confidence indicator,Spain
2018-12-01,-6.0,Consumer confidence indicator,Spain
2019-03-01,-1.7,Consumer confidence indicator,Spain
2019-06-01,-1.8,Consumer confidence indicator,Spain
2019-09-01,-7.6,Consumer confidence indicator,Spain
2019-12-01,-11.1,Consumer confidence indicator,Spain
2020-03-01,-11.8,Consumer confidence indicator,Spain
2020-06-01,-24.7,Consumer confidence indicator,Spain
2020-09-01,-26.0,Consumer confidence indicator,Spain
2010-06-01,1.8,Consumer confidence indicator,Finland
2010-09-01,5.1,Consumer confidence indicator,Finland
2010-12-01,-1.6,Consumer confidence indicator,Finland
2011-03-01,-0.5,Consumer confidence indicator,Finland
2011-06-01,-5.5,Consumer confidence indicator,Finland
2011-09-01,-9.3,Consumer confidence indicator,Finland
2011-12-01,-10.3,Consumer confidence indicator,Finland
2012-03-01,-5.8,Consumer confidence indicator,Finland
2012-06-01,-7.7,Consumer confidence indicator,Finland
2012-09-01,-8.2,Consumer confidence indicator,Finland
2012-12-01,-7.2,Consumer confidence indicator,Finland
2013-03-01,-3.8,Consumer confidence indicator,Finland
2013-06-01,-4.7,Consumer confidence indicator,Finland
2013-09-01,-5.5,Consumer confidence indicator,Finland
2013-12-01,-4.9,Consumer confidence indicator,Finland
2014-03-01,-4.8,Consumer confidence indicator,Finland
2014-06-01,-4.2,Consumer confidence indicator,Finland
2014-09-01,-10.3,Consumer confidence indicator,Finland
2014-12-01,-7.3,Consumer confidence indicator,Finland
2015-03-01,-3.8,Consumer confidence indicator,Finland
2015-06-01,-4.0,Consumer confidence indicator,Finland
2015-09-01,-7.9,Consumer confidence indicator,Finland
2015-12-01,-7.8,Consumer confidence indicator,Finland
2016-03-01,-5.8,Consumer confidence indicator,Finland
2016-06-01,-0.1,Consumer confidence indicator,Finland
2016-09-01,-1.0,Consumer confidence indicator,Finland
2016-12-01,0.8,Consumer confidence indicator,Finland
2017-03-01,2.8,Consumer confidence indicator,Finland
2017-06-01,3.2,Consumer confidence indicator,Finland
2017-09-01,3.1,Consumer confidence indicator,Finland
2017-12-01,7.0,Consumer confidence indicator,Finland
2018-03-01,3.6,Consumer confidence indicator,Finland
2018-06-01,2.0,Consumer confidence indicator,Finland
2018-09-01,1.1,Consumer confidence indicator,Finland
2018-12-01,-1.8,Consumer confidence indicator,Finland
2019-03-01,-2.2,Consumer confidence indicator,Finland
2019-06-01,-4.5,Consumer confidence indicator,Finland
2019-09-01,-4.4,Consumer confidence indicator,Finland
2019-12-01,-3.9,Consumer confidence indicator,Finland
2020-03-01,-7.0,Consumer confidence indicator,Finland
2020-06-01,-3.8,Consumer confidence indicator,Finland
2020-09-01,-6.0,Consumer confidence indicator,Finland
2010-06-01,-15.6,Consumer confidence indicator,France
2010-09-01,-13.7,Consumer confidence indicator,France
2010-12-01,-12.4,Consumer confidence indicator,France
2011-03-01,-15.9,Consumer confidence indicator,France
2011-06-01,-16.1,Consumer confidence indicator,France
2011-09-01,-18.7,Consumer confidence indicator,France
2011-12-01,-19.7,Consumer confidence indicator,France
2012-03-01,-13.2,Consumer confidence indicator,France
2012-06-01,-12.2,Consumer confidence indicator,France
2012-09-01,-18.9,Consumer confidence indicator,France
2012-12-01,-18.0,Consumer confidence indicator,France
2013-03-01,-19.9,Consumer confidence indicator,France
2013-06-01,-22.0,Consumer confidence indicator,France
2013-09-01,-15.2,Consumer confidence indicator,France
2013-12-01,-16.6,Consumer confidence indicator,France
2014-03-01,-15.2,Consumer confidence indicator,France
2014-06-01,-18.1,Consumer confidence indicator,France
2014-09-01,-17.7,Consumer confidence indicator,France
2014-12-01,-14.1,Consumer confidence indicator,France
2015-03-01,-10.7,Consumer confidence indicator,France
2015-06-01,-11.9,Consumer confidence indicator,France
2015-09-01,-10.3,Consumer confidence indicator,France
2015-12-01,-9.5,Consumer confidence indicator,France
2016-03-01,-12.0,Consumer confidence indicator,France
2016-06-01,-12.1,Consumer confidence indicator,France
2016-09-01,-9.7,Consumer confidence indicator,France
2016-12-01,-6.8,Consumer confidence indicator,France
2017-03-01,-8.3,Consumer confidence indicator,France
2017-06-01,-2.0,Consumer confidence indicator,France
2017-09-01,-7.3,Consumer confidence indicator,France
2017-12-01,-3.0,Consumer confidence indicator,France
2018-03-01,-6.8,Consumer confidence indicator,France
2018-06-01,-10.5,Consumer confidence indicator,France
2018-09-01,-13.9,Consumer confidence indicator,France
2018-12-01,-16.8,Consumer confidence indicator,France
2019-03-01,-9.9,Consumer confidence indicator,France
2019-06-01,-8.3,Consumer confidence indicator,France
2019-09-01,-6.2,Consumer confidence indicator,France
2019-12-01,-9.5,Consumer confidence indicator,France
2020-03-01,-12.5,Consumer confidence indicator,France
2020-06-01,-12.4,Consumer confidence indicator,France
2020-09-01,-11.0,Consumer confidence indicator,France
2010-06-01,-36.7,Consumer confidence indicator,Croatia
2010-09-01,-34.3,Consumer confidence indicator,Croatia
2010-12-01,-36.2,Consumer confidence indicator,Croatia
2011-03-01,-40.7,Consumer confidence indicator,Croatia
2011-06-01,-30.9,Consumer confidence indicator,Croatia
2011-09-01,-30.7,Consumer confidence indicator,Croatia
2011-12-01,-24.6,Consumer confidence indicator,Croatia
2012-03-01,-29.8,Consumer confidence indicator,Croatia
2012-06-01,-34.4,Consumer confidence indicator,Croatia
2012-09-01,-36.2,Consumer confidence indicator,Croatia
2012-12-01,-37.5,Consumer confidence indicator,Croatia
2013-03-01,-36.0,Consumer confidence indicator,Croatia
2013-06-01,-30.7,Consumer confidence indicator,Croatia
2013-09-01,-28.5,Consumer confidence indicator,Croatia
2013-12-01,-31.8,Consumer confidence indicator,Croatia
2014-03-01,-30.5,Consumer confidence indicator,Croatia
2014-06-01,-29.8,Consumer confidence indicator,Croatia
2014-09-01,-28.3,Consumer confidence indicator,Croatia
2014-12-01,-28.3,Consumer confidence indicator,Croatia
2015-03-01,-19.4,Consumer confidence indicator,Croatia
2015-06-01,-15.8,Consumer confidence indicator,Croatia
2015-09-01,-15.8,Consumer confidence indicator,Croatia
2015-12-01,-13.8,Consumer confidence indicator,Croatia
2016-03-01,-13.3,Consumer confidence indicator,Croatia
2016-06-01,-14.2,Consumer confidence indicator,Croatia
2016-09-01,-13.9,Consumer confidence indicator,Croatia
2016-12-01,-11.4,Consumer confidence indicator,Croatia
2017-03-01,-12.0,Consumer confidence indicator,Croatia
2017-06-01,-13.5,Consumer confidence indicator,Croatia
2017-09-01,-10.6,Consumer confidence indicator,Croatia
2017-12-01,-9.5,Consumer confidence indicator,Croatia
2018-03-01,-8.6,Consumer confidence indicator,Croatia
2018-06-01,-9.4,Consumer confidence indicator,Croatia
2018-09-01,-6.8,Consumer confidence indicator,Croatia
2018-12-01,-5.7,Consumer confidence indicator,Croatia
2019-03-01,-5.4,Consumer confidence indicator,Croatia
2019-06-01,-3.7,Consumer confidence indicator,Croatia
2019-09-01,-3.1,Consumer confidence indicator,Croatia
2019-12-01,-2.4,Consumer confidence indicator,Croatia
2020-03-01,-9.2,Consumer confidence indicator,Croatia
2020-06-01,-18.7,Consumer confidence indicator,Croatia
2020-09-01,-17.3,Consumer confidence indicator,Croatia
2010-06-01,-21.4,Consumer confidence indicator,Hungary
2010-09-01,-20.9,Consumer confidence indicator,Hungary
2010-12-01,-21.0,Consumer confidence indicator,Hungary
2011-03-01,-35.3,Consumer confidence indicator,Hungary
2011-06-01,-36.0,Consumer confidence indicator,Hungary
2011-09-01,-36.8,Consumer confidence indicator,Hungary
2011-12-01,-44.7,Consumer confidence indicator,Hungary
2012-03-01,-44.6,Consumer confidence indicator,Hungary
2012-06-01,-44.4,Consumer confidence indicator,Hungary
2012-09-01,-41.3,Consumer confidence indicator,Hungary
2012-12-01,-43.5,Consumer confidence indicator,Hungary
2013-03-01,-33.1,Consumer confidence indicator,Hungary
2013-06-01,-27.8,Consumer confidence indicator,Hungary
2013-09-01,-21.9,Consumer confidence indicator,Hungary
2013-12-01,-16.5,Consumer confidence indicator,Hungary
2014-03-01,-9.7,Consumer confidence indicator,Hungary
2014-06-01,-11.3,Consumer confidence indicator,Hungary
2014-09-01,-7.7,Consumer confidence indicator,Hungary
2014-12-01,-14.1,Consumer confidence indicator,Hungary
2015-03-01,-15.0,Consumer confidence indicator,Hungary
2015-06-01,-16.4,Consumer confidence indicator,Hungary
2015-09-01,-13.7,Consumer confidence indicator,Hungary
2015-12-01,-8.7,Consumer confidence indicator,Hungary
2016-03-01,-14.8,Consumer confidence indicator,Hungary
2016-06-01,-9.6,Consumer confidence indicator,Hungary
2016-09-01,-7.3,Consumer confidence indicator,Hungary
2016-12-01,-6.1,Consumer confidence indicator,Hungary
2017-03-01,-4.3,Consumer confidence indicator,Hungary
2017-06-01,-7.4,Consumer confidence indicator,Hungary
2017-09-01,-5.7,Consumer confidence indicator,Hungary
2017-12-01,1.4,Consumer confidence indicator,Hungary
2018-03-01,1.9,Consumer confidence indicator,Hungary
2018-06-01,-1.3,Consumer confidence indicator,Hungary
2018-09-01,-4.9,Consumer confidence indicator,Hungary
2018-12-01,-4.3,Consumer confidence indicator,Hungary
2019-03-01,-4.7,Consumer confidence indicator,Hungary
2019-06-01,-4.5,Consumer confidence indicator,Hungary
2019-09-01,0.6,Consumer confidence indicator,Hungary
2019-12-01,-1.4,Consumer confidence indicator,Hungary
2020-03-01,-6.8,Consumer confidence indicator,Hungary
2020-06-01,-27.7,Consumer confidence indicator,Hungary
2020-09-01,-18.8,Consumer confidence indicator,Hungary
2010-06-01,-19.0,Consumer confidence indicator,Ireland
2010-09-01,-24.0,Consumer confidence indicator,Ireland
2010-12-01,-36.1,Consumer confidence indicator,Ireland
2011-03-01,-24.8,Consumer confidence indicator,Ireland
2011-06-01,-26.0,Consumer confidence indicator,Ireland
2011-09-01,-26.5,Consumer confidence indicator,Ireland
2011-12-01,-31.9,Consumer confidence indicator,Ireland
2012-03-01,-23.8,Consumer confidence indicator,Ireland
2012-06-01,-24.1,Consumer confidence indicator,Ireland
2012-09-01,-23.9,Consumer confidence indicator,Ireland
2012-12-01,-32.1,Consumer confidence indicator,Ireland
2013-03-01,-25.6,Consumer confidence indicator,Ireland
2013-06-01,-20.5,Consumer confidence indicator,Ireland
2013-09-01,-13.5,Consumer confidence indicator,Ireland
2013-12-01,-11.0,Consumer confidence indicator,Ireland
2014-03-01,-10.6,Consumer confidence indicator,Ireland
2014-06-01,-13.2,Consumer confidence indicator,Ireland
2014-09-01,-2.1,Consumer confidence indicator,Ireland
2014-12-01,-2.1,Consumer confidence indicator,Ireland
2015-03-01,3.4,Consumer confidence indicator,Ireland
2015-06-01,5.4,Consumer confidence indicator,Ireland
2015-09-01,6.3,Consumer confidence indicator,Ireland
2015-12-01,9.5,Consumer confidence indicator,Ireland
2016-03-01,5.2,Consumer confidence indicator,Ireland
2016-06-01,8.1,Consumer confidence indicator,Ireland
2016-09-01,6.8,Consumer confidence indicator,Ireland
2016-12-01,2.9,Consumer confidence indicator,Ireland
2017-03-01,5.6,Consumer confidence indicator,Ireland
2017-06-01,7.2,Consumer confidence indicator,Ireland
2017-09-01,9.8,Consumer confidence indicator,Ireland
2017-12-01,8.8,Consumer confidence indicator,Ireland
2018-03-01,10.3,Consumer confidence indicator,Ireland
2018-06-01,8.5,Consumer confidence indicator,Ireland
2018-09-01,10.5,Consumer confidence indicator,Ireland
2018-12-01,3.4,Consumer confidence indicator,Ireland
2019-03-01,-2.3,Consumer confidence indicator,Ireland
2019-06-01,4.9,Consumer confidence indicator,Ireland
2019-09-01,-6.7,Consumer confidence indicator,Ireland
2019-12-01,-4.8,Consumer confidence indicator,Ireland
2020-03-01,-3.3,Consumer confidence indicator,Ireland
2020-06-01,-17.1,Consumer confidence indicator,Ireland
2020-09-01,-14.9,Consumer confidence indicator,Ireland
2010-06-01,-19.4,Consumer confidence indicator,Italy
2010-09-01,-17.5,Consumer confidence indicator,Italy
2010-12-01,-16.0,Consumer confidence indicator,Italy
2011-03-01,-20.8,Consumer confidence indicator,Italy
2011-06-01,-20.1,Consumer confidence indicator,Italy
2011-09-01,-23.1,Consumer confidence indicator,Italy
2011-12-01,-24.7,Consumer confidence indicator,Italy
2012-03-01,-21.9,Consumer confidence indicator,Italy
2012-06-01,-31.2,Consumer confidence indicator,Italy
2012-09-01,-28.5,Consumer confidence indicator,Italy
2012-12-01,-30.1,Consumer confidence indicator,Italy
2013-03-01,-29.1,Consumer confidence indicator,Italy
2013-06-01,-23.2,Consumer confidence indicator,Italy
2013-09-01,-21.2,Consumer confidence indicator,Italy
2013-12-01,-23.7,Consumer confidence indicator,Italy
2014-03-01,-20.0,Consumer confidence indicator,Italy
2014-06-01,-16.4,Consumer confidence indicator,Italy
2014-09-01,-20.1,Consumer confidence indicator,Italy
2014-12-01,-22.9,Consumer confidence indicator,Italy
2015-03-01,-13.1,Consumer confidence indicator,Italy
2015-06-01,-14.8,Consumer confidence indicator,Italy
2015-09-01,-11.3,Consumer confidence indicator,Italy
2015-12-01,-10.2,Consumer confidence indicator,Italy
2016-03-01,-11.4,Consumer confidence indicator,Italy
2016-06-01,-13.3,Consumer confidence indicator,Italy
2016-09-01,-16.9,Consumer confidence indicator,Italy
2016-12-01,-15.7,Consumer confidence indicator,Italy
2017-03-01,-14.4,Consumer confidence indicator,Italy
2017-06-01,-18.4,Consumer confidence indicator,Italy
2017-09-01,-10.7,Consumer confidence indicator,Italy
2017-12-01,-9.0,Consumer confidence indicator,Italy
2018-03-01,-10.1,Consumer confidence indicator,Italy
2018-06-01,-9.6,Consumer confidence indicator,Italy
2018-09-01,-8.4,Consumer confidence indicator,Italy
2018-12-01,-9.8,Consumer confidence indicator,Italy
2019-03-01,-12.0,Consumer confidence indicator,Italy
2019-06-01,-14.1,Consumer confidence indicator,Italy
2019-09-01,-13.3,Consumer confidence indicator,Italy
2019-12-01,-12.2,Consumer confidence indicator,Italy
2020-03-01,-21.9,Consumer confidence indicator,Italy
2020-06-01,-14.5,Consumer confidence indicator,Italy
2020-09-01,-12.6,Consumer confidence indicator,Italy
2010-06-01,-28.2,Consumer confidence indicator,Lithuania
2010-09-01,-20.9,Consumer confidence indicator,Lithuania
2010-12-01,-19.4,Consumer confidence indicator,Lithuania
2011-03-01,-17.0,Consumer confidence indicator,Lithuania
2011-06-01,-14.6,Consumer confidence indicator,Lithuania
2011-09-01,-12.5,Consumer confidence indicator,Lithuania
2011-12-01,-19.8,Consumer confidence indicator,Lithuania
2012-03-01,-13.2,Consumer confidence indicator,Lithuania
2012-06-01,-10.8,Consumer confidence indicator,Lithuania
2012-09-01,-11.5,Consumer confidence indicator,Lithuania
2012-12-01,-8.4,Consumer confidence indicator,Lithuania
2013-03-01,-4.8,Consumer confidence indicator,Lithuania
2013-06-01,-3.9,Consumer confidence indicator,Lithuania
2013-09-01,-2.0,Consumer confidence indicator,Lithuania
2013-12-01,-1.7,Consumer confidence indicator,Lithuania
2014-03-01,-5.9,Consumer confidence indicator,Lithuania
2014-06-01,-4.7,Consumer confidence indicator,Lithuania
2014-09-01,-10.4,Consumer confidence indicator,Lithuania
2014-12-01,-7.6,Consumer confidence indicator,Lithuania
2015-03-01,-1.2,Consumer confidence indicator,Lithuania
2015-06-01,-3.8,Consumer confidence indicator,Lithuania
2015-09-01,-5.9,Consumer confidence indicator,Lithuania
2015-12-01,-2.8,Consumer confidence indicator,Lithuania
2016-03-01,-3.8,Consumer confidence indicator,Lithuania
2016-06-01,-4.8,Consumer confidence indicator,Lithuania
2016-09-01,-4.4,Consumer confidence indicator,Lithuania
2016-12-01,0.1,Consumer confidence indicator,Lithuania
2017-03-01,-5.9,Consumer confidence indicator,Lithuania
2017-06-01,-7.0,Consumer confidence indicator,Lithuania
2017-09-01,-4.4,Consumer confidence indicator,Lithuania
2017-12-01,-1.8,Consumer confidence indicator,Lithuania
2018-03-01,-1.3,Consumer confidence indicator,Lithuania
2018-06-01,-0.9,Consumer confidence indicator,Lithuania
2018-09-01,2.1,Consumer confidence indicator,Lithuania
2018-12-01,1.1,Consumer confidence indicator,Lithuania
2019-03-01,4.9,Consumer confidence indicator,Lithuania
2019-06-01,6.9,Consumer confidence indicator,Lithuania
2019-09-01,4.5,Consumer confidence indicator,Lithuania
2019-12-01,2.2,Consumer confidence indicator,Lithuania
2020-03-01,-1.8,Consumer confidence indicator,Lithuania
2020-06-01,-4.4,Consumer confidence indicator,Lithuania
2020-09-01,0.0,Consumer confidence indicator,Lithuania
2010-06-01,-10.0,Consumer confidence indicator,Luxembourg
2010-09-01,-6.5,Consumer confidence indicator,Luxembourg
2010-12-01,-10.3,Consumer confidence indicator,Luxembourg
2011-03-01,-5.6,Consumer confidence indicator,Luxembourg
2011-06-01,-9.1,Consumer confidence indicator,Luxembourg
2011-09-01,-9.7,Consumer confidence indicator,Luxembourg
2011-12-01,-16.0,Consumer confidence indicator,Luxembourg
2012-03-01,-10.6,Consumer confidence indicator,Luxembourg
2012-06-01,-10.5,Consumer confidence indicator,Luxembourg
2012-09-01,-12.6,Consumer confidence indicator,Luxembourg
2012-12-01,-17.9,Consumer confidence indicator,Luxembourg
2013-03-01,-14.6,Consumer confidence indicator,Luxembourg
2013-06-01,-10.7,Consumer confidence indicator,Luxembourg
2013-09-01,-7.2,Consumer confidence indicator,Luxembourg
2013-12-01,-8.3,Consumer confidence indicator,Luxembourg
2014-03-01,-11.2,Consumer confidence indicator,Luxembourg
2014-06-01,-10.1,Consumer confidence indicator,Luxembourg
2014-09-01,-11.8,Consumer confidence indicator,Luxembourg
2014-12-01,-13.2,Consumer confidence indicator,Luxembourg
2015-03-01,-10.1,Consumer confidence indicator,Luxembourg
2015-06-01,-9.8,Consumer confidence indicator,Luxembourg
2015-09-01,-6.5,Consumer confidence indicator,Luxembourg
2015-12-01,-6.3,Consumer confidence indicator,Luxembourg
2016-03-01,-2.3,Consumer confidence indicator,Luxembourg
2016-06-01,-3.2,Consumer confidence indicator,Luxembourg
2016-09-01,-3.7,Consumer confidence indicator,Luxembourg
2016-12-01,-5.1,Consumer confidence indicator,Luxembourg
2017-03-01,1.7,Consumer confidence indicator,Luxembourg
2017-06-01,1.9,Consumer confidence indicator,Luxembourg
2017-09-01,0.8,Consumer confidence indicator,Luxembourg
2017-12-01,-1.2,Consumer confidence indicator,Luxembourg
2018-03-01,-1.8,Consumer confidence indicator,Luxembourg
2018-06-01,-2.8,Consumer confidence indicator,Luxembourg
2018-09-01,-1.4,Consumer confidence indicator,Luxembourg
2018-12-01,-1.5,Consumer confidence indicator,Luxembourg
2019-03-01,2.4,Consumer confidence indicator,Luxembourg
2019-06-01,-1.1,Consumer confidence indicator,Luxembourg
2019-09-01,-3.4,Consumer confidence indicator,Luxembourg
2019-12-01,-2.3,Consumer confidence indicator,Luxembourg
2020-03-01,-8.8,Consumer confidence indicator,Luxembourg
2020-06-01,-9.7,Consumer confidence indicator,Luxembourg
2020-09-01,-10.8,Consumer confidence indicator,Luxembourg
2010-06-01,-23.0,Consumer confidence indicator,Latvia
2010-09-01,-21.3,Consumer confidence indicator,Latvia
2010-12-01,-23.0,Consumer confidence indicator,Latvia
2011-03-01,-21.3,Consumer confidence indicator,Latvia
2011-06-01,-14.6,Consumer confidence indicator,Latvia
2011-09-01,-9.2,Consumer confidence indicator,Latvia
2011-12-01,-14.8,Consumer confidence indicator,Latvia
2012-03-01,-9.9,Consumer confidence indicator,Latvia
2012-06-01,-2.1,Consumer confidence indicator,Latvia
2012-09-01,-5.9,Consumer confidence indicator,Latvia
2012-12-01,-6.1,Consumer confidence indicator,Latvia
2013-03-01,-6.2,Consumer confidence indicator,Latvia
2013-06-01,-3.0,Consumer confidence indicator,Latvia
2013-09-01,-8.0,Consumer confidence indicator,Latvia
2013-12-01,-6.2,Consumer confidence indicator,Latvia
2014-03-01,-4.9,Consumer confidence indicator,Latvia
2014-06-01,-4.4,Consumer confidence indicator,Latvia
2014-09-01,-5.6,Consumer confidence indicator,Latvia
2014-12-01,-3.4,Consumer confidence indicator,Latvia
2015-03-01,-2.2,Consumer confidence indicator,Latvia
2015-06-01,-2.5,Consumer confidence indicator,Latvia
2015-09-01,-4.8,Consumer confidence indicator,Latvia
2015-12-01,-2.2,Consumer confidence indicator,Latvia
2016-03-01,-2.2,Consumer confidence indicator,Latvia
2016-06-01,-1.8,Consumer confidence indicator,Latvia
2016-09-01,-3.9,Consumer confidence indicator,Latvia
2016-12-01,-13.1,Consumer confidence indicator,Latvia
2017-03-01,-7.4,Consumer confidence indicator,Latvia
2017-06-01,-3.3,Consumer confidence indicator,Latvia
2017-09-01,-4.3,Consumer confidence indicator,Latvia
2017-12-01,-7.0,Consumer confidence indicator,Latvia
2018-03-01,-4.6,Consumer confidence indicator,Latvia
2018-06-01,-5.9,Consumer confidence indicator,Latvia
2018-09-01,-4.7,Consumer confidence indicator,Latvia
2018-12-01,-5.7,Consumer confidence indicator,Latvia
2019-03-01,-3.0,Consumer confidence indicator,Latvia
2019-06-01,-3.8,Consumer confidence indicator,Latvia
2019-09-01,-2.5,Consumer confidence indicator,Latvia
2019-12-01,-2.8,Consumer confidence indicator,Latvia
2020-03-01,-8.9,Consumer confidence indicator,Latvia
2020-06-01,-15.2,Consumer confidence indicator,Latvia
2020-09-01,-15.0,Consumer confidence indicator,Latvia
2010-06-01,-6.9,Consumer confidence indicator,Netherlands
2010-09-01,-6.6,Consumer confidence indicator,Netherlands
2010-12-01,-8.7,Consumer confidence indicator,Netherlands
2011-03-01,-4.1,Consumer confidence indicator,Netherlands
2011-06-01,-8.1,Consumer confidence indicator,Netherlands
2011-09-01,-18.3,Consumer confidence indicator,Netherlands
2011-12-01,-23.0,Consumer confidence indicator,Netherlands
2012-03-01,-21.9,Consumer confidence indicator,Netherlands
2012-06-01,-23.9,Consumer confidence indicator,Netherlands
2012-09-01,-15.6,Consumer confidence indicator,Netherlands
2012-12-01,-23.8,Consumer confidence indicator,Netherlands
2013-03-01,-23.1,Consumer confidence indicator,Netherlands
2013-06-01,-19.1,Consumer confidence indicator,Netherlands
2013-09-01,-16.8,Consumer confidence indicator,Netherlands
2013-12-01,-7.3,Consumer confidence indicator,Netherlands
2014-03-01,-0.7,Consumer confidence indicator,Netherlands
2014-06-01,-1.9,Consumer confidence indicator,Netherlands
2014-09-01,-6.3,Consumer confidence indicator,Netherlands
2014-12-01,-6.4,Consumer confidence indicator,Netherlands
2015-03-01,-0.8,Consumer confidence indicator,Netherlands
2015-06-01,0.2,Consumer confidence indicator,Netherlands
2015-09-01,0.0,Consumer confidence indicator,Netherlands
2015-12-01,-1.0,Consumer confidence indicator,Netherlands
2016-03-01,-5.2,Consumer confidence indicator,Netherlands
