ar_coefficients,repetition,horizon,method,error
0.1,16,0,tPCA_forecast_error,24.182651738330765
0.1,16,1,tPCA_forecast_error,8.82280896854862
0.1,17,0,tPCA_forecast_error,14.729900370557136
0.1,17,1,tPCA_forecast_error,94.11720405084529
0.1,18,0,tPCA_forecast_error,42.97412911023282
0.1,18,1,tPCA_forecast_error,49.09590929915352
0.1,19,0,tPCA_forecast_error,25.21169335252128
0.1,19,1,tPCA_forecast_error,42.851378886050846
0.1,20,0,tPCA_forecast_error,30.085028165292076
0.1,20,1,tPCA_forecast_error,51.999506648723916
0.1,21,0,tPCA_forecast_error,33.504422565181294
0.1,21,1,tPCA_forecast_error,45.09007671991753
0.1,22,0,tPCA_forecast_error,34.877155344106946
0.1,22,1,tPCA_forecast_error,40.90904345672226
0.1,23,0,tPCA_forecast_error,18.498987590216977
0.1,23,1,tPCA_forecast_error,7.812388089861414
0.1,24,0,tPCA_forecast_error,30.862493376624673
0.1,24,1,tPCA_forecast_error,39.95733564066371
0.1,25,0,tPCA_forecast_error,18.300624837151286
0.1,25,1,tPCA_forecast_error,19.925183910098326
0.1,26,0,tPCA_forecast_error,0.5062503587041357
0.1,26,1,tPCA_forecast_error,35.85045387020773
0.1,27,0,tPCA_forecast_error,7.321052276541127
0.1,27,1,tPCA_forecast_error,44.53538690613412
0.1,28,0,tPCA_forecast_error,50.72669710975597
0.1,28,1,tPCA_forecast_error,64.3851942466223
0.1,29,0,tPCA_forecast_error,38.54947271026602
0.1,29,1,tPCA_forecast_error,12.352034662070517
0.1,30,0,tPCA_forecast_error,18.3447174127224
0.1,30,1,tPCA_forecast_error,48.31575231835218
0.1,31,0,tPCA_forecast_error,12.995615965796027
0.1,31,1,tPCA_forecast_error,23.281602333366106
0.1,32,0,tPCA_forecast_error,14.299413732694227
0.1,32,1,tPCA_forecast_error,20.17112053372092
0.1,33,0,tPCA_forecast_error,62.90927503048791
0.1,33,1,tPCA_forecast_error,39.999383013472574
0.1,34,0,tPCA_forecast_error,38.2180067981953
0.1,34,1,tPCA_forecast_error,35.155783001938254
0.1,35,0,tPCA_forecast_error,19.221050544088406
0.1,35,1,tPCA_forecast_error,3.4161220054896893
0.1,36,0,tPCA_forecast_error,11.049799194736421
0.1,36,1,tPCA_forecast_error,47.68294726677192
0.1,37,0,tPCA_forecast_error,15.836320405975497
0.1,37,1,tPCA_forecast_error,55.739554269678976
0.1,38,0,tPCA_forecast_error,28.191712321352245
0.1,38,1,tPCA_forecast_error,31.9115513025101
0.1,39,0,tPCA_forecast_error,20.59051528451575
0.1,39,1,tPCA_forecast_error,4.067881888838064
0.1,40,0,tPCA_forecast_error,40.71540683975659
0.1,40,1,tPCA_forecast_error,48.3963122671667
0.1,41,0,tPCA_forecast_error,34.30130067974148
0.1,41,1,tPCA_forecast_error,34.268135450539916
0.1,42,0,tPCA_forecast_error,20.63217552569834
0.1,42,1,tPCA_forecast_error,10.829320617021391
0.1,43,0,tPCA_forecast_error,29.303653370020815
0.1,43,1,tPCA_forecast_error,18.141756585213084
0.1,44,0,tPCA_forecast_error,70.23609161243397
0.1,44,1,tPCA_forecast_error,27.287152713710697
0.1,45,0,tPCA_forecast_error,42.13967267833047
0.1,45,1,tPCA_forecast_error,35.536811779099125
0.1,46,0,tPCA_forecast_error,38.70092558925742
0.1,46,1,tPCA_forecast_error,36.114065408361654
0.1,47,0,tPCA_forecast_error,42.342439490692676
0.1,47,1,tPCA_forecast_error,36.74713614944604
0.1,48,0,tPCA_forecast_error,13.454889058054576
0.1,48,1,tPCA_forecast_error,25.390141729378627
0.1,49,0,tPCA_forecast_error,38.83360401787759
0.1,49,1,tPCA_forecast_error,18.622450999675973
0.3,0,0,tPCA_forecast_error,43.970961139104
0.3,0,1,tPCA_forecast_error,34.17739630443081
0.3,1,0,tPCA_forecast_error,63.7566970294703
0.3,1,1,tPCA_forecast_error,14.945147269616141
0.3,2,0,tPCA_forecast_error,59.65228653393186
0.3,2,1,tPCA_forecast_error,25.667038252287472
0.3,3,0,tPCA_forecast_error,48.622305551591204
0.3,3,1,tPCA_forecast_error,27.795179682340812
0.3,4,0,tPCA_forecast_error,39.927928558825535
0.3,4,1,tPCA_forecast_error,28.20279302051374
0.3,5,0,tPCA_forecast_error,35.06818422846334
0.3,5,1,tPCA_forecast_error,20.160816915685118
0.3,6,0,tPCA_forecast_error,34.907422339168406
0.3,6,1,tPCA_forecast_error,11.417440349779978
0.3,7,0,tPCA_forecast_error,16.37435009341971
0.3,7,1,tPCA_forecast_error,17.16763542036565
0.3,8,0,tPCA_forecast_error,44.51063485893281
0.3,8,1,tPCA_forecast_error,14.177275446461776
0.3,9,0,tPCA_forecast_error,61.826497538404524
0.3,9,1,tPCA_forecast_error,7.125582990713727
0.3,10,0,tPCA_forecast_error,62.72130672071067
0.3,10,1,tPCA_forecast_error,42.831190327507315
0.3,11,0,tPCA_forecast_error,14.224219448930674
0.3,11,1,tPCA_forecast_error,23.338194102792183
0.3,12,0,tPCA_forecast_error,42.92491568514403
0.3,12,1,tPCA_forecast_error,34.02242287772792
0.3,13,0,tPCA_forecast_error,18.443353166894543
0.3,13,1,tPCA_forecast_error,19.649162845885265
0.3,14,0,tPCA_forecast_error,13.110060240815747
0.3,14,1,tPCA_forecast_error,40.03463933163492
0.3,15,0,tPCA_forecast_error,8.743754388401562
0.3,15,1,tPCA_forecast_error,15.363880390246921
0.3,16,0,tPCA_forecast_error,20.842312444833645
0.3,16,1,tPCA_forecast_error,49.32820140154106
0.3,17,0,tPCA_forecast_error,52.11559441481441
0.3,17,1,tPCA_forecast_error,41.36207040154117
0.3,18,0,tPCA_forecast_error,54.02291848720254
0.3,18,1,tPCA_forecast_error,32.01051916145175
0.3,19,0,tPCA_forecast_error,56.09531957362026
0.3,19,1,tPCA_forecast_error,44.20364506699602
0.3,20,0,tPCA_forecast_error,24.00064034417541
0.3,20,1,tPCA_forecast_error,35.96511171806794
0.3,21,0,tPCA_forecast_error,27.903146604746688
0.3,21,1,tPCA_forecast_error,10.20003557240364
0.3,22,0,tPCA_forecast_error,27.11724327358035
0.3,22,1,tPCA_forecast_error,6.758075340482799
0.3,23,0,tPCA_forecast_error,13.540978206133003
0.3,23,1,tPCA_forecast_error,44.09135409877552
0.3,24,0,tPCA_forecast_error,12.773332052364276
0.3,24,1,tPCA_forecast_error,37.73207345778123
0.3,25,0,tPCA_forecast_error,63.78168790159249
0.3,25,1,tPCA_forecast_error,55.9282898627378
0.3,26,0,tPCA_forecast_error,14.656101251349682
0.3,26,1,tPCA_forecast_error,18.50285340994649
0.3,27,0,tPCA_forecast_error,30.89547578799075
0.3,27,1,tPCA_forecast_error,33.38507168265475
0.3,28,0,tPCA_forecast_error,57.39896519974586
0.3,28,1,tPCA_forecast_error,16.25110950777283
0.3,29,0,tPCA_forecast_error,9.708846604498284
0.3,29,1,tPCA_forecast_error,27.29775074814355
0.3,30,0,tPCA_forecast_error,32.31170535745647
0.3,30,1,tPCA_forecast_error,4.778807761935002
0.3,31,0,tPCA_forecast_error,38.90802432108262
0.3,31,1,tPCA_forecast_error,33.04684418520429
0.3,32,0,tPCA_forecast_error,20.564178057385266
0.3,32,1,tPCA_forecast_error,55.699454880542255
0.3,33,0,tPCA_forecast_error,14.005989438061595
0.3,33,1,tPCA_forecast_error,41.23077346698159
0.3,34,0,tPCA_forecast_error,4.471182548250624
0.3,34,1,tPCA_forecast_error,33.54024741163314
0.3,35,0,tPCA_forecast_error,24.625274153707817
0.3,35,1,tPCA_forecast_error,14.689645392020415
0.3,36,0,tPCA_forecast_error,23.506553176780276
0.3,36,1,tPCA_forecast_error,32.72359443027833
0.3,37,0,tPCA_forecast_error,23.685535292443078
0.3,37,1,tPCA_forecast_error,31.1993038137882
0.3,38,0,tPCA_forecast_error,12.315219081960748
0.3,38,1,tPCA_forecast_error,10.494613756114024
0.3,39,0,tPCA_forecast_error,27.0319704062454
0.3,39,1,tPCA_forecast_error,26.78312070828219
0.3,40,0,tPCA_forecast_error,17.917748114449825
0.3,40,1,tPCA_forecast_error,39.59406498293197
0.3,41,0,tPCA_forecast_error,35.53411516403071
0.3,41,1,tPCA_forecast_error,22.559378649607975
0.3,42,0,tPCA_forecast_error,69.71195589714247
0.3,42,1,tPCA_forecast_error,5.726363187638437
0.3,43,0,tPCA_forecast_error,25.71421868110307
0.3,43,1,tPCA_forecast_error,35.30812749805242
0.3,44,0,tPCA_forecast_error,29.89596857035329
0.3,44,1,tPCA_forecast_error,32.8304113124088
0.3,45,0,tPCA_forecast_error,82.94307219337288
0.3,45,1,tPCA_forecast_error,22.168990993080385
0.3,46,0,tPCA_forecast_error,16.623409912201527
0.3,46,1,tPCA_forecast_error,7.403209685210992
0.3,47,0,tPCA_forecast_error,67.82250207323115
0.3,47,1,tPCA_forecast_error,29.483044152032967
0.3,48,0,tPCA_forecast_error,23.713602313344918
0.3,48,1,tPCA_forecast_error,24.637716134795646
0.3,49,0,tPCA_forecast_error,19.16342311964253
0.3,49,1,tPCA_forecast_error,19.628666453524897
0.5,0,0,tPCA_forecast_error,11.00477930728115
0.5,0,1,tPCA_forecast_error,30.948595258110792
0.5,1,0,tPCA_forecast_error,103.9016084296851
0.5,1,1,tPCA_forecast_error,69.77883894836657
0.5,2,0,tPCA_forecast_error,11.084648898196782
0.5,2,1,tPCA_forecast_error,69.87855438549411
0.5,3,0,tPCA_forecast_error,31.72245765734822
0.5,3,1,tPCA_forecast_error,25.584969214979466
0.5,4,0,tPCA_forecast_error,7.963335041344797
0.5,4,1,tPCA_forecast_error,16.195448741578684
0.5,5,0,tPCA_forecast_error,18.730110221634217
0.5,5,1,tPCA_forecast_error,69.28533897203265
0.5,6,0,tPCA_forecast_error,22.003742091824755
0.5,6,1,tPCA_forecast_error,44.89193159756371
0.5,7,0,tPCA_forecast_error,42.94618207159847
0.5,7,1,tPCA_forecast_error,46.38132295255957
0.5,8,0,tPCA_forecast_error,23.72319153110063
0.5,8,1,tPCA_forecast_error,24.70901216578966
0.5,9,0,tPCA_forecast_error,9.74269991377632
0.5,9,1,tPCA_forecast_error,4.393080063252317
0.5,10,0,tPCA_forecast_error,23.734771464814607
0.5,10,1,tPCA_forecast_error,39.654922565136594
0.5,11,0,tPCA_forecast_error,16.265213117810784
0.5,11,1,tPCA_forecast_error,22.379556471427254
0.5,12,0,tPCA_forecast_error,28.961621315956876
0.5,12,1,tPCA_forecast_error,32.03135308605943
0.5,13,0,tPCA_forecast_error,30.38505473866424
0.5,13,1,tPCA_forecast_error,20.29841130673196
0.5,14,0,tPCA_forecast_error,65.80686740615099
0.5,14,1,tPCA_forecast_error,16.42150686806517
0.5,15,0,tPCA_forecast_error,27.23180387166552
0.5,15,1,tPCA_forecast_error,45.68499031444545
0.5,16,0,tPCA_forecast_error,57.95072910340976
0.5,16,1,tPCA_forecast_error,47.38601193822099
0.5,17,0,tPCA_forecast_error,31.696936000392792
0.5,17,1,tPCA_forecast_error,85.17442448571293
0.5,18,0,tPCA_forecast_error,68.10073226313743
0.5,18,1,tPCA_forecast_error,81.02577496723111
0.5,19,0,tPCA_forecast_error,53.46474107277131
0.5,19,1,tPCA_forecast_error,31.213243269521033
0.5,20,0,tPCA_forecast_error,20.304328221534604
0.5,20,1,tPCA_forecast_error,27.186075657755676
0.5,21,0,tPCA_forecast_error,42.48864472299727
0.5,21,1,tPCA_forecast_error,29.47134030399074
0.5,22,0,tPCA_forecast_error,2.6640920281871923
0.5,22,1,tPCA_forecast_error,37.878078406598405
0.5,23,0,tPCA_forecast_error,18.669835056393232
0.5,23,1,tPCA_forecast_error,10.000463761615878
0.5,24,0,tPCA_forecast_error,13.113265674970926
0.5,24,1,tPCA_forecast_error,33.42031136390244
0.5,25,0,tPCA_forecast_error,32.66430029860081
0.5,25,1,tPCA_forecast_error,21.35449296396186
0.5,26,0,tPCA_forecast_error,62.857398617172876
0.5,26,1,tPCA_forecast_error,22.182157908111925
0.5,27,0,tPCA_forecast_error,37.33169847141051
0.5,27,1,tPCA_forecast_error,20.305582704595974
0.5,28,0,tPCA_forecast_error,24.95080970157054
0.5,28,1,tPCA_forecast_error,29.2199239495224
0.5,29,0,tPCA_forecast_error,51.23633745044387
0.5,29,1,tPCA_forecast_error,42.43171354204301
0.5,30,0,tPCA_forecast_error,41.513484749121524
0.5,30,1,tPCA_forecast_error,54.147990459953114
0.5,31,0,tPCA_forecast_error,25.109146768811918
0.5,31,1,tPCA_forecast_error,3.7409196208713373
0.5,32,0,tPCA_forecast_error,7.310437059436367
0.5,32,1,tPCA_forecast_error,42.88181092109409
0.5,33,0,tPCA_forecast_error,79.37570559381334
0.5,33,1,tPCA_forecast_error,64.33066178646376
0.5,34,0,tPCA_forecast_error,6.68850934115974
0.5,34,1,tPCA_forecast_error,60.24637554567611
0.5,35,0,tPCA_forecast_error,28.39837177446505
0.5,35,1,tPCA_forecast_error,88.09020326537824
0.5,36,0,tPCA_forecast_error,75.36149522002212
0.5,36,1,tPCA_forecast_error,73.77076229757019
0.5,37,0,tPCA_forecast_error,9.817767032303808
0.5,37,1,tPCA_forecast_error,19.459487372490525
0.5,38,0,tPCA_forecast_error,51.35992556929662
0.5,38,1,tPCA_forecast_error,57.69689478730914
0.5,39,0,tPCA_forecast_error,8.06582329074969
0.5,39,1,tPCA_forecast_error,31.06784566683152
0.5,40,0,tPCA_forecast_error,22.164827633634538
0.5,40,1,tPCA_forecast_error,38.19805092262834
0.5,41,0,tPCA_forecast_error,58.860218785443855
0.5,41,1,tPCA_forecast_error,75.37958206362991
0.5,42,0,tPCA_forecast_error,3.594959850008701
0.5,42,1,tPCA_forecast_error,5.935105029042375
0.5,43,0,tPCA_forecast_error,14.220937995393669
0.5,43,1,tPCA_forecast_error,48.482478738814805
0.5,44,0,tPCA_forecast_error,71.14122521773312
0.5,44,1,tPCA_forecast_error,64.75008327633412
0.5,45,0,tPCA_forecast_error,31.408284131370603
0.5,45,1,tPCA_forecast_error,30.846824832120078
0.5,46,0,tPCA_forecast_error,38.0222918037688
0.5,46,1,tPCA_forecast_error,55.96198863286396
0.5,47,0,tPCA_forecast_error,15.131476916613225
0.5,47,1,tPCA_forecast_error,51.19234966859019
0.5,48,0,tPCA_forecast_error,35.5867606566069
0.5,48,1,tPCA_forecast_error,33.631561849726225
0.5,49,0,tPCA_forecast_error,11.895823082661769
0.5,49,1,tPCA_forecast_error,18.625153130310316
0.7,0,0,tPCA_forecast_error,23.139652748498783
0.7,0,1,tPCA_forecast_error,40.30795031792533
0.7,1,0,tPCA_forecast_error,14.297372669384025
0.7,1,1,tPCA_forecast_error,13.21276507505454
0.7,2,0,tPCA_forecast_error,59.34294252591501
0.7,2,1,tPCA_forecast_error,39.89336789544332
0.7,3,0,tPCA_forecast_error,24.22619809655702
0.7,3,1,tPCA_forecast_error,29.35019790741238
0.7,4,0,tPCA_forecast_error,18.451299320449458
0.7,4,1,tPCA_forecast_error,18.979314177849286
0.7,5,0,tPCA_forecast_error,10.126184178614308
0.7,5,1,tPCA_forecast_error,20.970867166987723
0.7,6,0,tPCA_forecast_error,11.354936775175231
0.7,6,1,tPCA_forecast_error,14.449646252230668
0.7,7,0,tPCA_forecast_error,21.290935861101058
0.7,7,1,tPCA_forecast_error,51.94205824948605
0.7,8,0,tPCA_forecast_error,43.529217881267215
0.7,8,1,tPCA_forecast_error,78.4717403010124
0.7,9,0,tPCA_forecast_error,16.12344346730535
0.7,9,1,tPCA_forecast_error,31.421202741952563
0.7,10,0,tPCA_forecast_error,32.36606955498154
0.7,10,1,tPCA_forecast_error,108.58553653605804
0.7,11,0,tPCA_forecast_error,105.7240983892641
0.7,11,1,tPCA_forecast_error,78.65914866084776
0.7,12,0,tPCA_forecast_error,27.93647300168832
0.7,12,1,tPCA_forecast_error,57.75712201538147
0.7,13,0,tPCA_forecast_error,36.86200092913825
0.7,13,1,tPCA_forecast_error,64.38193102248634
0.7,14,0,tPCA_forecast_error,15.373107420166653
0.7,14,1,tPCA_forecast_error,30.088100209368346
0.7,15,0,tPCA_forecast_error,28.087493266452647
0.7,15,1,tPCA_forecast_error,28.42052353735518
0.7,16,0,tPCA_forecast_error,39.160503975514054
0.7,16,1,tPCA_forecast_error,21.088164591922652
0.7,17,0,tPCA_forecast_error,60.12070265318548
0.7,17,1,tPCA_forecast_error,37.10301007777574
0.7,18,0,tPCA_forecast_error,43.688261750382345
0.7,18,1,tPCA_forecast_error,30.333629324820485
0.7,19,0,tPCA_forecast_error,40.08856029012364
0.7,19,1,tPCA_forecast_error,32.41991023268752
0.7,20,0,tPCA_forecast_error,23.73733340819979
0.7,20,1,tPCA_forecast_error,29.894587698718087
0.7,21,0,tPCA_forecast_error,58.04104773006977
0.7,21,1,tPCA_forecast_error,74.36930832752327
0.7,22,0,tPCA_forecast_error,76.66893279658687
0.7,22,1,tPCA_forecast_error,76.89689316555913
0.7,23,0,tPCA_forecast_error,14.754579674067934
0.7,23,1,tPCA_forecast_error,41.57501326567701
0.7,24,0,tPCA_forecast_error,24.475889159253565
0.7,24,1,tPCA_forecast_error,13.246784148104528
0.7,25,0,tPCA_forecast_error,64.33878961763168
0.7,25,1,tPCA_forecast_error,26.84560748572204
0.7,26,0,tPCA_forecast_error,13.30458536487899
0.7,26,1,tPCA_forecast_error,37.01259351867763
0.7,27,0,tPCA_forecast_error,55.01871034480816
0.7,27,1,tPCA_forecast_error,79.47999159974758
0.7,28,0,tPCA_forecast_error,15.76230736242886
0.7,28,1,tPCA_forecast_error,29.953394732799584
0.7,29,0,tPCA_forecast_error,32.20511681270261
0.7,29,1,tPCA_forecast_error,62.3583560311274
0.7,30,0,tPCA_forecast_error,41.8465718207805
0.7,30,1,tPCA_forecast_error,31.698924696461972
0.7,31,0,tPCA_forecast_error,31.877592774615657
0.7,31,1,tPCA_forecast_error,47.19392261297492
0.7,32,0,tPCA_forecast_error,20.63823455593954
0.7,32,1,tPCA_forecast_error,82.5923821377433
0.7,33,0,tPCA_forecast_error,36.9878863083041
0.7,33,1,tPCA_forecast_error,54.24281757975997
0.7,34,0,tPCA_forecast_error,25.850063646182747
0.7,34,1,tPCA_forecast_error,13.47567850541201
0.7,35,0,tPCA_forecast_error,27.296262199606506
0.7,35,1,tPCA_forecast_error,38.667219233007664
0.7,36,0,tPCA_forecast_error,43.900331477712186
0.7,36,1,tPCA_forecast_error,46.53484126837338
0.7,37,0,tPCA_forecast_error,19.741247894338766
0.7,37,1,tPCA_forecast_error,27.363988272108323
0.7,38,0,tPCA_forecast_error,41.152336665357815
0.7,38,1,tPCA_forecast_error,69.98409903245003
0.7,39,0,tPCA_forecast_error,32.925104990705144
0.7,39,1,tPCA_forecast_error,15.166715956565595
0.7,40,0,tPCA_forecast_error,64.9591912769906
0.7,40,1,tPCA_forecast_error,15.944328059256542
0.7,41,0,tPCA_forecast_error,20.440219047720735
0.7,41,1,tPCA_forecast_error,51.669233639503226
0.7,42,0,tPCA_forecast_error,105.98602647610362
0.7,42,1,tPCA_forecast_error,54.52953959566718
0.7,43,0,tPCA_forecast_error,9.085739067949735
0.7,43,1,tPCA_forecast_error,55.32069109669681
0.7,44,0,tPCA_forecast_error,8.316592334139322
0.7,44,1,tPCA_forecast_error,19.528751415969005
0.7,45,0,tPCA_forecast_error,63.607041212269735
0.7,45,1,tPCA_forecast_error,108.1338954304048
0.7,46,0,tPCA_forecast_error,15.226293367358808
0.7,46,1,tPCA_forecast_error,31.099874053855178
0.7,47,0,tPCA_forecast_error,29.131825239754978
0.7,47,1,tPCA_forecast_error,29.024552595662545
0.7,48,0,tPCA_forecast_error,34.29691393004544
0.7,48,1,tPCA_forecast_error,31.65274684582577
0.7,49,0,tPCA_forecast_error,51.89721871969383
0.7,49,1,tPCA_forecast_error,30.586489071589334
0.9,0,0,tPCA_forecast_error,35.132255942532026
0.9,0,1,tPCA_forecast_error,42.24311220343246
0.9,1,0,tPCA_forecast_error,10.798125502590091
0.9,1,1,tPCA_forecast_error,31.712561232621514
0.9,2,0,tPCA_forecast_error,12.607896055723986
0.9,2,1,tPCA_forecast_error,14.075337842063416
0.9,3,0,tPCA_forecast_error,22.693070334104327
0.9,3,1,tPCA_forecast_error,25.215711469874055
0.9,4,0,tPCA_forecast_error,34.29794131402148
0.9,4,1,tPCA_forecast_error,29.666384234118738
0.9,5,0,tPCA_forecast_error,15.637324163446738
0.9,5,1,tPCA_forecast_error,20.761669594709616
0.9,6,0,tPCA_forecast_error,32.37442553392265
0.9,6,1,tPCA_forecast_error,98.8339245245219
0.9,7,0,tPCA_forecast_error,42.45370090705945
0.9,7,1,tPCA_forecast_error,72.66347446791484
0.9,8,0,tPCA_forecast_error,22.13370015749677
0.9,8,1,tPCA_forecast_error,33.831479458031936
0.9,9,0,tPCA_forecast_error,9.583779426975081
0.9,9,1,tPCA_forecast_error,37.03412002047626
0.9,10,0,tPCA_forecast_error,36.9186916111074
0.9,10,1,tPCA_forecast_error,13.883882394609293
0.9,11,0,tPCA_forecast_error,69.68364540709295
0.9,11,1,tPCA_forecast_error,15.163935005421132
0.9,12,0,tPCA_forecast_error,44.441630197042514
0.9,12,1,tPCA_forecast_error,50.68357449330442
0.9,13,0,tPCA_forecast_error,8.777046338248486
0.9,13,1,tPCA_forecast_error,22.68044593580729
0.9,14,0,tPCA_forecast_error,27.479983655039025
0.9,14,1,tPCA_forecast_error,39.330771075968016
0.9,15,0,tPCA_forecast_error,17.79975364096948
0.9,15,1,tPCA_forecast_error,32.731267622336546
0.9,16,0,tPCA_forecast_error,72.20467780328609
0.9,16,1,tPCA_forecast_error,80.07651384137759
0.9,17,0,tPCA_forecast_error,11.7157296398586
0.9,17,1,tPCA_forecast_error,20.1498200596365
0.9,18,0,tPCA_forecast_error,16.205701221430488
0.9,18,1,tPCA_forecast_error,46.791959221677565
0.9,19,0,tPCA_forecast_error,27.7390202370789
0.9,19,1,tPCA_forecast_error,49.38673064757807
0.9,20,0,tPCA_forecast_error,75.80185974229644
0.9,20,1,tPCA_forecast_error,156.38001459301103
0.9,21,0,tPCA_forecast_error,12.781546886309954
0.9,21,1,tPCA_forecast_error,50.65208442642193
0.9,22,0,tPCA_forecast_error,5.159410918327685
0.9,22,1,tPCA_forecast_error,39.95442952714952
0.9,23,0,tPCA_forecast_error,69.28385142385683
0.9,23,1,tPCA_forecast_error,79.30407727550968
0.9,24,0,tPCA_forecast_error,71.47557144799474
0.9,24,1,tPCA_forecast_error,56.01625659364414
0.9,25,0,tPCA_forecast_error,18.358655197170798
0.9,25,1,tPCA_forecast_error,29.42379310700684
0.9,26,0,tPCA_forecast_error,6.985823999060353
0.9,26,1,tPCA_forecast_error,28.539195760889477
0.9,27,0,tPCA_forecast_error,24.052634303788068
0.9,27,1,tPCA_forecast_error,37.25142499668011
0.9,28,0,tPCA_forecast_error,94.27210710577673
0.9,28,1,tPCA_forecast_error,137.19084564957933
0.9,29,0,tPCA_forecast_error,19.822690130571324
0.9,29,1,tPCA_forecast_error,69.33650829825613
0.9,30,0,tPCA_forecast_error,18.86092575064506
0.9,30,1,tPCA_forecast_error,22.948324890447395
0.9,31,0,tPCA_forecast_error,62.63611526819284
0.9,31,1,tPCA_forecast_error,95.69225877153906
0.9,32,0,tPCA_forecast_error,22.870390358098337
0.9,32,1,tPCA_forecast_error,34.808779431602815
0.9,33,0,tPCA_forecast_error,29.625665267506022
0.9,33,1,tPCA_forecast_error,22.46568060761704
0.9,34,0,tPCA_forecast_error,42.56425578104645
0.9,34,1,tPCA_forecast_error,29.22933143274556
0.9,35,0,tPCA_forecast_error,27.247780643012632
0.9,35,1,tPCA_forecast_error,44.459351222088266
0.9,36,0,tPCA_forecast_error,10.06564610288127
0.9,36,1,tPCA_forecast_error,32.290748592921226
0.9,37,0,tPCA_forecast_error,21.40310841321748
0.9,37,1,tPCA_forecast_error,31.05737535536004
0.9,38,0,tPCA_forecast_error,51.8013371090487
0.9,38,1,tPCA_forecast_error,96.13488043149711
0.9,39,0,tPCA_forecast_error,7.291923812798548
0.9,39,1,tPCA_forecast_error,28.643190448546218
0.9,40,0,tPCA_forecast_error,25.218010912102248
0.9,40,1,tPCA_forecast_error,17.80672356995918
0.9,41,0,tPCA_forecast_error,11.378994035970468
0.9,41,1,tPCA_forecast_error,44.64747125271315
0.9,42,0,tPCA_forecast_error,19.743521399863532
0.9,42,1,tPCA_forecast_error,43.31405239849946
0.9,43,0,tPCA_forecast_error,73.37345906868475
0.9,43,1,tPCA_forecast_error,99.02349447140281
0.9,44,0,tPCA_forecast_error,33.186442063664124
0.9,44,1,tPCA_forecast_error,40.27536078330063
0.9,45,0,tPCA_forecast_error,41.90743286993898
0.9,45,1,tPCA_forecast_error,47.87236561561099
0.9,46,0,tPCA_forecast_error,35.35404100119609
0.9,46,1,tPCA_forecast_error,64.77884631062274
0.9,47,0,tPCA_forecast_error,33.94852566476398
0.9,47,1,tPCA_forecast_error,27.582211738961508
0.9,48,0,tPCA_forecast_error,15.569883504467887
0.9,48,1,tPCA_forecast_error,43.5691543462074
0.9,49,0,tPCA_forecast_error,14.2431957507106
0.9,49,1,tPCA_forecast_error,72.51842226320417
